sector,hub,response_modality,implementing_partner,governorate,district,sub_district,location,location_type,community,reporting_month,start_date,end_date,project_status,activity,delivery_modality,cash_conditionality,transfer_value,cash_delivery_mechanism,beneficiaries,families,admin1pcode,admin2pcode,admin3pcode,admin4pcode,new_beneficiaries,total_usd,sub_cluster
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Haranbush,Camp/Settlements,Al- Nassem / النسيم,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,644,141,SY07,SY0700,SY070005,C3943,Yes,21150,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Zardana Mashehad,Camp/Settlements,Al Nour(Zaradna Mashehad) / النور(زردنا مشهد),January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,620,117,SY07,SY0700,SY070005,C3938,Yes,17550,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr Nabi,Camp/Settlements,Kafr Nabi / كفر نبي,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,809,153,SY07,SY0700,SY070005,C3948,Yes,22950,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Harim,Qourqeena,Ras Elhisn,Camp/Settlements,Koknaya / كوكنايا,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,1108,231,SY07,SY0703,SY070304,C4167,Yes,34650,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr Jales,Camp/Settlements,Maram Kafr Jales / مرام كفرجالس,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,2585,525,SY07,SY0700,SY070005,C3945,Yes,78750,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Habat,Camp/Settlements,Maryam / مريم,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,2863,570,SY07,SY0700,SY070005,C6632,Yes,85500,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Shekh Bahr,Camp/Settlements,Nasseam Al-kheer(Shekh Bahr) / نسائم الخير(الشيخ بحر),January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,390,100,SY07,SY0700,SY070005,C6631,Yes,15000,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Shekh Bahr,Camp/Settlements,Saed Shekh Bahr / ساعد الشيخ بحر,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,1711,361,SY07,SY0700,SY070005,C6631,Yes,54150,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Haranbush,Camp/Settlements,Sikat Haranbush / سكة حرنبوش,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,1551,342,SY07,SY0700,SY070005,C3943,Yes,51300,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Shekh Bahr,Camp/Settlements,South Shekh Bahr / جنوبي الشيخ بحر,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,1171,220,SY07,SY0700,SY070005,C6631,Yes,33000,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,Abo Al- Harth Maaratah / ابو الحارث معراتة,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,82,21,SY07,SY0700,SY070005,C3942,Yes,3150,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Zardana Mashehad,Camp/Settlements,Al Andalus 1 / الأندلس 1,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,1918,400,SY07,SY0700,SY070005,C3938,Yes,60000,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,Al Job / الجب,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,1795,371,SY07,SY0700,SY070005,C3942,Yes,55650,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,Camp/Settlements,Al Raay / الراعي,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,676,127,SY07,SY0700,SY070005,C3947,Yes,19050,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,Al Rahma(Kafr Yahmoul) / الرحمة(كفريحمول),January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,827,180,SY07,SY0700,SY070005,C3942,Yes,27000,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,Al Zaalanah / الزعلانة,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,536,116,SY07,SY0700,SY070005,C3942,Yes,17400,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,Al-Firin / الفرن,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,695,131,SY07,SY0700,SY070005,C3942,Yes,19650,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Shekh Bahr,Camp/Settlements,Alkada / الكدع,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,91,20,SY07,SY0700,SY070005,C6631,Yes,3000,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Haranbush,Camp/Settlements,Al Layth / الليث,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,584,127,SY07,SY0700,SY070005,C3943,Yes,19050,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Haranbush,Camp/Settlements,Al Makhzumie / المخزومي,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,399,83,SY07,SY0700,SY070005,C3943,Yes,12450,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,Om Al Zaytoun / أم الزيتون,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,190,38,SY07,SY0700,SY070005,C3942,Yes,5700,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,Bayt Al Sadaka / بيت الصدقة,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,842,178,SY07,SY0700,SY070005,C3942,Yes,26700,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr tanor,Camp/Settlements,Tajamua Al Rahimoun / تجمع الراحمون,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,334,75,SY07,SY0700,SY070005,C6690,Yes,11250,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Haranbush,Camp/Settlements,NA,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,1431,282,SY07,SY0700,SY070005,C3943,Yes,42300,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Shekh Bahr,Camp/Settlements,Jabal Alshekh Bahr / جبل الشيخ بحر,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,888,204,SY07,SY0700,SY070005,C6631,Yes,30600,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Bennsh,Foah,Camp/Settlements,Hafedat Aeshaa / حفيدات عائشة,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,416,95,SY07,SY0700,SY070002,C3905,Yes,14250,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,Camp/Settlements,Dar Al- Salam / دار السلام,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,344,68,SY07,SY0700,SY070005,C3947,Yes,10200,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,Rabee Maysrounah / ربيع معيصرونة,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,690,135,SY07,SY0700,SY070005,C3942,Yes,20250,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Habat,Camp/Settlements,NA,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,515,111,SY07,SY0700,SY070005,C6632,Yes,16650,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,Ebd Alrahman(Kafrehmul) / عباد الرحمن(كفريحمول),January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,823,175,SY07,SY0700,SY070005,C3942,Yes,26250,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Haranbush,Camp/Settlements,Qaryet Alkuweyt / قريه الكويت,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,2112,462,SY07,SY0700,SY070005,C3943,Yes,69300,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,NA,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,2623,516,SY07,SY0700,SY070005,C3942,Yes,77400,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr Jales,Camp/Settlements,Edres alghrabi / مزرعة ادريس الغربي,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,399,86,SY07,SY0700,SY070005,C3945,Yes,12900,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,Al- Laban Factory / معمل اللبن,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,569,118,SY07,SY0700,SY070005,C3942,Yes,17700,nfi
NFI,NWS X-B,Syria Cross-Border HLG,550,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,NA,January,2023-01-01T00:00:00Z,2023-01-25T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Voucher,Unconditional,150,E-transfer,1028,222,SY07,SY0700,SY070005,C3942,Yes,33300,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Ethad / الاتحاد,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,14,3,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Adham / الادهم,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,2,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Amana / الأمانة,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,21,3,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Ansar sector 1 / الأنصار 1,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,7,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Takaful / التكافل,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,12,2,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Khalil / الخليل,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,4,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Reef Alshemali / الريف الشمالي,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,7,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Huda / الهدى,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,6,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Orient / أورينت,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,4,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Khaled ibn Al Walid / خالد بن الوليد,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Reef Aleppo Al Janobi / ريف حلب الجنوبي,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,11,2,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Reef Hama Al Gharbi / ريف حماة الغربي,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Ref Hama Alsharqi / ريف حماه الشرقي,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,11,2,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Shams Al Hurriya / شمس الحرية,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,4,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Kafr Sejna / كفر سجنة,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,10,2,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Ehsan 2 Sector 1 / إحسان 2 قطاع 1,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,10,2,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Ehsan 1 / إحسان 1,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Atfalona Tonashedokom / أطفالنا تناشدكم,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Ikhlas(Atma) / الإخلاص(أطمة),January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Fokaraa wa Al Mohtajeen / الفقراء والمحتاجين,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Majed / الماجد,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Majed Sector 1 / المجد 1,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Kafr Nabutha / كفرنبودة,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,37,Aleppo,A'zaz,A'zaz,Salama,Camp/Settlements,Karaj Sujo / كراج سجو,January,2023-01-15T00:00:00Z,2023-01-27T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,In-kind,NA,NA,NA,2629,574,SY02,SY0204,SY020400,C1561,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,38,Idleb,Harim,Dana,Qah,Camp/Settlements,Al Muhajreen / المهاجرين,February,2023-02-05T00:00:00Z,2023-02-27T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,891,165,SY07,SY0703,SY070301,C4131,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,726,Aleppo,A'zaz,A'zaz,Azaz,Camp/Settlements,NA,January,2023-01-17T00:00:00Z,2023-01-17T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,In-kind,NA,NA,NA,199,20,SY02,SY0204,SY020400,C1564,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,726,Aleppo,A'zaz,Mare',Tlaline,Camp/Settlements,The Hadikha(Tlaline) / الحديقة (تلالين),January,2023-01-14T00:00:00Z,2023-01-14T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,In-kind,NA,NA,NA,67,13,SY02,SY0204,SY020403,C1632,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,73,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,Al Makbara / المقبرة,January,2023-01-30T00:00:00Z,2023-01-30T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,884,203,SY07,SY0700,SY070005,C3942,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Afrin,Afrin (Afrin),Camp/Settlements,Military Hospital / المشفى العسكري,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,8,1,SY02,SY0203,SY020300,C1366,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,702,Aleppo,A'zaz,A'zaz,Salama,Camp/Settlements,New Bab Al Salame / باب السلامة الجديد,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,4,1,SY02,SY0204,SY020400,C1561,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Jandairis,Tal Slur,Camp/Settlements,Rahmat / رحمات,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,5,1,SY02,SY0203,SY020302,C1433,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Atma,Camp/Settlements,Nour Al Mustakbal / نور المستقبل,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,8,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Atma,Camp/Settlements,Braeem Kfr Zeta / براعم كفر زيتا,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,19,2,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Atma,Camp/Settlements,Braeem Kfr Zeta / براعم كفر زيتا,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,3,1,SY07,SY0703,SY070301,C4130,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Qah,Camp/Settlements,Mulhaq Farajak Ya Rab / ملحق فرجك يا رب,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,6,1,SY07,SY0703,SY070301,C4131,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Qah,Camp/Settlements,Farajak Yarab / فرجك يارب,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4131,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Deir Hassan - Darhashan,Camp/Settlements,Al-Baraka / البركة,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,14,2,SY07,SY0703,SY070301,C4129,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Aqrabat (Dana),Camp/Settlements,Tajmuoa Gabal Alzawya / تجمع جبل الزاوية,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,6,1,SY07,SY0703,SY070301,C4127,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Tal Elkarameh,Camp/Settlements,Zaaitoon / زيتون,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4122,Yes,NA,nfi
